"Cod Cliente","Cliente","UF","Cidade","Região"
"0004222","Igor Carvalho Cardoso","MG ","BELO HORIZONTE ","SU"
"0004232","Luis Pereira Santos","RN ","NATAL ","NE"
"0004242","Brenda Goncalves Dias","RN ","Natal ","NE"
"0004252","Vitoria Rocha Cavalcanti","SP ","Braganca Paulista ","SU"
"0004262","Vitória Martins Souza","GO ","Goiania ","SU"
"0004272","Letícia Dias Cardoso","DF ","BRASILIA ","SU"
"0004282","Evelyn Rocha Martins","MG ","Belo Horizonte ","SU"
"0004292","Alex Costa Pereira","DF ","Brasilia ","SU"
"0004302","Ana Souza Silva","0","0","Exterior"
"0004312","Vinicius Barros Dias","RJ ","Campos dos Goytacazes ","SU"
"0004322","Nicolash Barbosa Rodrigues","MS ","CAMPO GRANDE ","SU"
"0004332","Bruno Ribeiro Cunha","RR ","Boa Vista ","NO"
"0004342","Douglas Melo Correia","MG ","BELO HORIZONTE ","SU"
"0004352","Giovanna Araujo Almeida","SP ","CAMPINAS ","SU"
"0004362","Luiz Fernandes Castro","0","0","Exterior"
"0004372","Carolina Azevedo Goncalves","RN ","NATAL ","NE"
"0004382","Victor Ribeiro Carvalho","CE ","CAMOCIM ","NE"
"0004392","Felipe Almeida Santos","0","0","Exterior"
"0004402","Brenda Sousa Rocha","SP ","CARAGUATATUBA ","SU"
"0004412","Marisa Carvalho Gomes","RS ","Gravatai ","SU"
"0004422","Vinícius Silva Cavalcanti","SP ","Campinas ","SU"
"0004432","Leila Pereira Costa","MS ","CAMPO GRANDE ","SU"
"0004442","Nicolash Barros Alves","ES ","Cachoeiro de Itapemirim ","SU"
"0004452","Alex Gomes Carvalho","0","0","Exterior"
"0004462","Luiz Ribeiro Goncalves","DF ","BRASILIA ","SU"
"0004472","Marina Fernandes Barros","DF ","Brasilia ","SU"
"0004492","Gabrielle Santos Gomes","SP ","CACAPAVA ","SU"
"0004502","Júlia Lima Ferreira","SP ","Campinas ","SU"
"0004512","Carlos Sousa Souza","BA ","CAMACARI ","NE"
"0004522","Eduardo Ferreira Santos","RJ ","MAGE ","SU"
"0004532","Leonardo Cardoso Alves","DF ","Brasilia ","SU"
"0004542","Laura Dias Rocha","DF ","BRASILIA ","SU"
"0004552","Luan Pereira Rodrigues","SP ","Sorocaba ","SU"
"0004562","Beatriz Lima Santos","0","0","Exterior"
"0004572","André Oliveira Lima","MG ","CARANGOLA ","SU"
"0004582","Giovanna Goncalves Melo","SC ","Brusque ","SU"
"0004592","Samuel Ribeiro Goncalves","PR ","Cascavel ","SU"
"0004602","Beatriz Ferreira Rocha","SP ","CARAGUATATUBA ","SU"
"0004612","João Santos Castro","DF ","Brasilia ","SU"
"0004622","Lara Castro Santos","MS ","CAMPO GRANDE ","SU"
"0004632","Bruna Lima Souza","0","0","Exterior"
"0004642","Leila Cardoso Cunha","DF ","BRASILIA ","SU"
"0004652","André Pereira Almeida","MT ","CACERES ","SU"
"0004662","Diego Azevedo Cardoso","PE ","Cabo de Santo Agostinho ","NE"
"0004672","Beatrice Santos Rodrigues","PB ","CAMPINA GRANDE ","NE"
"0004682","Gabriela Castro Azevedo","0","0","Exterior"
"0004692","Caio Fernandes Castro","MG ","BELO HORIZONTE ","SU"
"0004702","Murilo Rodrigues Costa","BA ","BRUMADO ","NE"
"0004712","Marcos Silva Azevedo","RO ","Porto Velho ","NO"
"0004722","Carlos Melo Araujo","ES ","LINHARES ","SU"
"0004732","Luana Silva Santos","0","0","Exterior"
"0004742","Vitoria Cardoso Silva","DF ","Brasilia ","SU"
"0004752","Clara Sousa Ribeiro","MG ","POUSO ALEGRE ","SU"
"0004762","Luan Gomes Almeida","MG ","BELO HORIZONTE ","SU"
"0004772","Thaís Cardoso Oliveira","DF ","Brasilia ","SU"
"0004782","Emilly Sousa Ribeiro","SC ","CHAPECO ","SU"
"0004792","Sophia Pereira Cavalcanti","CE ","SOBRAL ","NE"
"0004802","Mariana Martins Azevedo","PA ","MARABA ","NO"
"0004812","Luis Melo Dias","MG ","BELO HORIZONTE ","SU"
"0004822","Thiago Costa Rocha","MG ","CATAGUASES ","SU"
"0004832","Gabriela Castro Rocha","DF ","BRASILIA ","SU"
"0004842","Maria Ferreira Martins","MG ","PONTE NOVA ","SU"
"0004852","Luis Ferreira Silva","RJ ","RIO DE JANEIRO ","SU"
"0004872","Estevan Santos Fernandes","DF ","BRASILIA ","SU"
"0004882","Diego Gomes Fernandes","0","0","Exterior"
"0004892","Cauã Alves Correia","RJ ","Rio de Janeiro ","SU"
"0004902","Enzo Santos Almeida","MS ","CAMPO GRANDE ","SU"
"0004912","Manuela Barros Azevedo","MG ","BELO HORIZONTE ","SU"
"0004922","Vitoria Melo Araujo","RJ ","RIO DE JANEIRO ","SU"
"0004952","Julia Barros Rodrigues","0","0","Exterior"
"0004982","Letícia Gomes Souza","SP ","FRANCA ","SU"
"0004992","Melissa Dias Oliveira","MA ","IMPERATRIZ ","NE"
"0005032","Leila Sousa Correia","SP ","REGISTRO ","SU"
"0005082","Julieta Barbosa Castro","PE ","RECIFE ","NE"
"0005092","Breno Pereira Cardoso","MG ","BELO HORIZONTE ","SU"
"0005102","Clara Sousa Cunha","0","0","Exterior"
"0005112","João Dias Ribeiro","GO ","GOIANIA ","SU"
"0005122","Carla Dias Melo","SP ","SAO PAULO ","SU"
"0005132","Ryan Cavalcanti Santos","MG ","BELO HORIZONTE ","SU"
"0005142","Nicolas Oliveira Pinto","PR ","CURITIBA ","SU"
"0005152","Mariana Sousa Ferreira","GO ","GOIANIA ","SU"
"0005162","Kauê Correia Cavalcanti","GO ","GOIANIA ","SU"
"0005172","Thiago Carvalho Lima","GO ","GOIANIA ","SU"
"0005182","Lara Lima Almeida","GO ","GOIANIA ","SU"
"0005192","Fábio Barbosa Cavalcanti","GO ","GOIANIA ","SU"
"0005202","Beatriz Alves Gomes","RJ ","PETROPOLIS ","SU"
"0005212","Luana Correia Ribeiro","GO ","GOIANIA ","SU"
"0005222","Aline Cavalcanti Correia","GO ","GOIANIA ","SU"
"0005232","Gabriela Gomes Silva","MG ","BELO HORIZONTE ","SU"
"0005242","Kaua Correia Araujo","SP ","SAO PAULO ","SU"
"0005252","Victor Dias Costa","GO ","GOIANIA ","SU"
"0005262","Felipe Alves Barros","GO ","GOIANIA ","SU"
"0005272","Arthur Santos Castro","0","0","Exterior"
"0005282","Gabriela Alves Martins","GO ","GOIANIA ","SU"
"0005292","Yasmin Gomes Azevedo","GO ","Goiania ","SU"
"0005302","Fábio Castro Souza","GO ","GOIANIA ","SU"
"0005312","Letícia Lima Santos","MG ","BOM DESPACHO ","SU"
"0005332","Luiza Santos Carvalho","MG ","BOA ESPERANCA ","SU"
"0005342","Julia Oliveira Castro","SP ","BRAGANCA PAULISTA ","SU"
"0005352","Raissa Rocha Lima","RS ","Porto Alegre ","SU"
"0005362","Luan Souza Pinto","PA ","Santarem ","NO"
"0005372","Sophia Carvalho Cavalcanti","RR ","Boa Vista ","NO"
"0005382","Luana Silva Oliveira","SP ","Sao Paulo ","SU"
"0005392","Miguel Carvalho Pereira","MG ","Boa Esperanca ","SU"
"0005402","Camila Araujo Pinto","RJ ","RIO DE JANEIRO ","SU"
"0005412","Felipe Rodrigues Martins","DF ","BRASILIA ","SU"
"0005422","Sophia Azevedo Cardoso","RJ ","RIO DE JANEIRO ","SU"
"0005432","Fernanda Goncalves Carvalho","DF ","BRASILIA ","SU"
"0005442","Renan Santos Martins","SP ","BOTUCATU ","SU"
"0005452","Luis Cunha Barbosa","SP ","BRAGANCA PAULISTA ","SU"
"0005462","Ryan Barros Costa","SP ","Sao Paulo ","SU"
"0005472","Emily Ferreira Araujo","RJ ","Niteroi ","SU"
"0005492","Vinicius Martins Oliveira","RJ ","RIO DE JANEIRO ","SU"
"0005502","Julia Lima Silva","RJ ","NITEROI ","SU"
"0005512","Beatrice Souza Sousa","RJ ","DUQUE DE CAXIAS ","SU"
"0005522","Davi Rodrigues Pinto","RJ ","DUQUE DE CAXIAS ","SU"
"0005532","Nicolash Araujo Souza","RJ ","NITEROI ","SU"
"0005542","Tânia Almeida Fernandes","MS ","DOURADOS ","SU"
"0005552","Sarah Martins Ferreira","RJ ","DUQUE DE CAXIAS ","SU"
"0005562","Rodrigo Barbosa Azevedo","RJ ","NITEROI ","SU"
"0005572","Yasmin Gomes Cardoso","RJ ","NITEROI ","SU"
"0005582","Thaís Carvalho Gomes","SP ","ENGENHEIRO COELHO ","SU"
"0005592","Kai Pereira Goncalves","RJ ","Rio de Janeiro ","SU"
"0005602","Carolina Castro Ribeiro","RJ ","NITEROI ","SU"
"0005612","Beatrice Araujo Silva","RJ ","NOVA FRIBURGO ","SU"
"0005622","Marcos Rodrigues Alves","RJ ","NITEROI ","SU"
"0005632","Kauê Azevedo Carvalho","RJ ","Niteroi ","SU"
"0005642","Fábio Pinto Lima","BA ","Eunápolis ","NE"
"0005652","Raissa Cardoso Azevedo","SP ","SANTO ANDRE ","SU"
"0005662","Raissa Goncalves Pereira","RS ","ERECHIM ","SU"
"0005672","Miguel Carvalho Melo","RJ ","NOVA IGUACU ","SU"
"0005682","Rafaela Fernandes Cardoso","RJ ","NITEROI ","SU"
"0005692","Nicole Barros Carvalho","RJ ","RIO DE JANEIRO ","SU"
"0005702","Antônio Souza Gomes","BA ","SALVADOR ","NE"
"0005712","Ana Azevedo Souza","PA ","SANTAREM ","NO"
"0005722","Eduarda Ferreira Goncalves","BA ","SALVADOR ","NE"
"0005732","Rodrigo Alves Cardoso","RJ ","RIO DE JANEIRO ","SU"
"0005752","Kauan Barros Correia","BA ","SALVADOR ","NE"
"0005762","Mateus Castro Souza","0","0","Exterior"
"0005772","Melissa Carvalho Araujo","SP ","PIRACICABA ","SU"
"0005782","Victor Castro Cardoso","RN ","NATAL ","NE"
"0005792","Estevan Pinto Oliveira","CE ","FORTALEZA ","NE"
"0005802","Vinicius Barros Rodrigues","RJ ","RIO DE JANEIRO ","SU"
"0005812","André Carvalho Barbosa","BA ","Salvador ","NE"
"0005822","Carlos Gomes Alves","CE ","FORTALEZA ","NE"
"0005832","Vitória Barbosa Gomes","BA ","SALVADOR ","NE"
"0005842","Leila Melo Correia","BA ","SALVADOR ","NE"
"0005862","Marina Azevedo Correia","GO ","Santa Helena de Goias ","SU"
"0005872","Larissa Barbosa Sousa","RJ ","RIO DE JANEIRO ","SU"
"0005882","Tiago Santos Cavalcanti","RS ","SANTA MARIA ","SU"
"0005892","Samuel Almeida Sousa","0","0","Exterior"
"0005902","Alice Pinto Castro","PR ","SANTA HELENA ","SU"
"0005912","Marina Melo Ribeiro","BA ","SALVADOR ","NE"
"0005922","Mateus Rocha Silva","RJ ","RIO DE JANEIRO ","SU"
"0005932","Kai Alves Azevedo","BA ","SALVADOR ","NE"
"0005942","Paulo Pereira Fernandes","SP ","SANTA FE DO SUL ","SU"
"0005952","Kauê Sousa Cardoso","CE ","FORTALEZA ","NE"
"0005962","Amanda Almeida Gomes","SP ","Santo Andre ","SU"
"0005972","Raissa Melo Souza","BA ","Salvador ","NE"
"0005982","Livia Costa Cardoso","PR ","LONDRINA ","SU"
"0005992","Luiza Lima Rocha","MG ","BELO HORIZONTE ","SU"
"0006002","Beatriz Barros Sousa","MG ","BELO HORIZONTE ","SU"
"0006012","Guilherme Gomes Ribeiro","SP ","SANTO ANDRE ","SU"
"0006022","Sophia Ribeiro Pereira","SP ","SANTOS ","SU"
"0006032","Luan Souza Carvalho","SP ","Santo Andre ","SU"
"0006042","Lara Dias Melo","SP ","SANTO ANDRE ","SU"
"0006052","Thiago Melo Ribeiro","CE ","FORTALEZA ","NE"
"0006072","Gabrielle Goncalves Melo","RJ ","RIO DE JANEIRO ","SU"
"0006082","Rebeca Cavalcanti Pinto","MT ","Cuiaba ","SU"
"0006092","Paulo Rocha Sousa","SP ","SANTO ANDRE ","SU"
"0006102","Lara Barbosa Santos","BA ","SANTO ANTONIO DE JESUS ","NE"
"0006112","Fábio Barros Silva","PA ","SANTAREM ","NO"
"0006122","Lavinia Rodrigues Cavalcanti","SP ","Santo Andre ","SU"
"0006132","Marina Alves Cunha","RJ ","Rio de Janeiro ","SU"
"0006142","Victor Souza Silva","0","0","Exterior"
"0006152","Amanda Sousa Fernandes","0","0","Exterior"
"0006162","Carla Martins Sousa","0","0","Exterior"
"0006172","Alex Rocha Almeida","0","0","Exterior"
"0006182","Lara Gomes Sousa","0","0","Exterior"
"0006192","Emilly Cavalcanti Almeida","0","0","Exterior"
"0006202","Mateus Ferreira Alves","RJ ","Rio de Janeiro ","SU"
"0006212","Renan Rocha Azevedo","0","0","Exterior"
"0006222","Gabriela Barros Ferreira","0","0","Exterior"
"0006232","Emilly Ribeiro Pinto","0","0","Exterior"
"0006242","André Oliveira Sousa","0","0","Exterior"
"0006252","Paulo Cunha Gomes","0","0","Exterior"
"0006262","Breno Cardoso Lima","RJ ","RIO DE JANEIRO ","SU"
"0006272","Miguel Goncalves Carvalho","MG ","JUIZ DE FORA ","SU"
"0006282","Sofia Oliveira Almeida","0","0","Exterior"
"0006292","Victor Goncalves Lima","0","0","Exterior"
"0006302","Isabela Costa Martins","MG ","ITABIRA ","SU"
"0006312","Brenda Barros Santos","CE ","Fortaleza ","NE"
"0006322","Miguel Alves Melo","0","0","Exterior"
"0006332","Isabela Silva Barros","RJ ","ITAPERUNA ","SU"
"0006342","Amanda Martins Ferreira","RS ","PORTO ALEGRE ","SU"
"0006352","Nicolas Cavalcanti Castro","SP ","ITAPEVA ","SU"
"0006362","Danilo Carvalho Azevedo","CE ","FORTALEZA ","NE"
"0006372","Leonor Ribeiro Goncalves","RS ","PORTO ALEGRE ","SU"
"0006382","Mariana Goncalves Costa","SP ","Franca ","SU"
"0006392","Nicole Carvalho Ferreira","SP ","SAO PAULO ","SU"
"0006402","Gabriela Santos Rodrigues","RS ","Porto Alegre ","SU"
"0006412","Gabriel Rocha Melo","SP ","ITANHAEM ","SU"
"0006422","Sarah Santos Ferreira","RS ","Porto Alegre ","SU"
"0006432","Camila Barbosa Rocha","CE ","ITAPIPOCA ","NE"
"0006442","Marisa Santos Barros","SE ","ITABAIANA ","NE"
"0006452","Melissa Araujo Correia","SP ","FRANCA ","SU"
"0006462","Tiago Sousa Pereira","BA ","SALVADOR ","NE"
"0006472","Leila Rocha Almeida","RS ","Porto Alegre ","SU"
"0006482","Thaís Azevedo Rocha","SC ","ITAJAI ","SU"
"0006502","Lucas Carvalho Santos","PE ","RECIFE ","NE"
"0006512","Luan Alves Carvalho","MG ","ITABIRA ","SU"
"0006522","Victor Carvalho Gomes","PE ","RECIFE ","NE"
"0006532","Thaís Silva Lima","MG ","ITABIRITO ","SU"
"0006542","Bianca Rodrigues Azevedo","RJ ","RIO DE JANEIRO ","SU"
"0006552","Sarah Almeida Azevedo","MG ","ITABIRA ","SU"
"0006562","Miguel Araujo Dias","BA ","SALVADOR ","NE"
"0006582","Gabriel Rocha Oliveira","RS ","Porto Alegre ","SU"
"0006592","Giovana Carvalho Ferreira","RS ","Porto Alegre ","SU"
"0006602","Douglas Carvalho Ribeiro","PE ","RECIFE ","NE"
"0006612","Thiago Almeida Correia","RS ","Porto Alegre ","SU"
"0006622","Raissa Pereira Martins","SP ","ITAPETININGA ","SU"
"0006632","Gabrielle Barbosa Cardoso","0","0","Exterior"
"0006642","Ana Gomes Martins","RS ","Porto Alegre ","SU"
"0006652","Rodrigo Melo Pereira","MG ","UBERLANDIA ","SU"
"0006662","Bianca Correia Lima","MG ","OLIVEIRA ","SU"
"0006672","Douglas Melo Gomes","MG ","GOVERNADOR VALADARES ","SU"
"0006682","Alice Araujo Ferreira","RS ","Porto Alegre ","SU"
"0006692","Martim Fernandes Correia","MG ","Belo Horizonte ","SU"
"0006702","Raissa Pinto Costa","CE ","FORTALEZA ","NE"
"0006712","José Costa Gomes","MA ","Itapecuru Mirim ","NE"
"0006722","Sofia Ribeiro Carvalho","MG ","Itauna ","SU"
"0006742","Daniel Araujo Alves","SP ","JALES ","SU"
"0006752","Lara Ribeiro Oliveira","RO ","PORTO VELHO ","NO"
"0006762","Diogo Correia Castro","BA ","ITAPETINGA ","NE"
"0006772","Leila Barros Araujo","MG ","Tres Coracoes ","SU"
"0006782","Victor Lima Castro","PR ","FOZ DO IGUACU ","SU"
"0006792","Guilherme Almeida Fernandes","SP ","SAO PAULO ","SU"
"0006802","Rafael Martins Santos","0","0","Exterior"
"0006812","Igor Costa Silva","SP ","SAO PAULO ","SU"
"0006822","Kauã Almeida Oliveira","SP ","SAO PAULO ","SU"
"0006832","Emilly Sousa Cunha","RJ ","Rio de Janeiro ","SU"
"0006842","Vitór Cunha Alves","SC ","JOINVILLE ","SU"
"0006852","Luiza Melo Barbosa","SP ","SAO PAULO ","SU"
"0006862","Julian Castro Almeida","SP ","SAO PAULO ","SU"
"0006872","Estevan Melo Gomes","SP ","SAO PAULO ","SU"
"0006882","João Gomes Castro","SP ","SAO PAULO ","SU"
"0006892","Daniel Araujo Ribeiro","SC ","JOINVILLE ","SU"
"0006902","Marcos Costa Rocha","RJ ","RIO DE JANEIRO ","SU"
"0006912","Ryan Castro Cavalcanti","0","0","Exterior"
"0006922","Luana Santos Ferreira","SP ","SAO PAULO ","SU"
"0006932","Julieta Pereira Dias","RJ ","RIO DE JANEIRO ","SU"
"0006942","Gabrielly Ferreira Costa","RJ ","RIO DE JANEIRO ","SU"
"0006952","Alice Ribeiro Rodrigues","SP ","SAO PAULO ","SU"
"0006962","Manuela Carvalho Silva","SP ","SAO PAULO ","SU"
"0006972","Nicolas Correia Cardoso","RJ ","RIO DE JANEIRO ","SU"
"0006982","Matilde Santos Ribeiro","SP ","SAO PAULO ","SU"
"0006992","Carlos Costa Pereira","SP ","SAO PAULO ","SU"
"0007002","Lavinia Souza Cardoso","SP ","SAO PAULO ","SU"
"0007012","Isabella Azevedo Silva","SP ","SAO PAULO ","SU"
"0007022","Lavinia Barbosa Pinto","SP ","Franca ","SU"
"0007032","Felipe Souza Costa","DF ","Brasilia ","SU"
"0007042","Giovanna Martins Cavalcanti","SP ","SAO PAULO ","SU"
"0007052","Antônio Lima Cavalcanti","DF ","Brasilia ","SU"
"0007062","Amanda Araujo Melo","SP ","SAO PAULO ","SU"
"0007072","Gabrielle Cardoso Almeida","DF ","Brasilia ","SU"
"0007082","Gabriela Fernandes Rocha","SP ","SAO PAULO ","SU"
"0007092","Luiz Goncalves Ribeiro","SP ","SAO PAULO ","SU"
"0007102","Kauã Silva Rodrigues","SP ","SAO PAULO ","SU"
"0007112","Manuela Lima Fernandes","0","0","Exterior"
"0007122","Arthur Ribeiro Cavalcanti","SP ","SAO PAULO ","SU"
"0007132","Marcos Lima Martins","SP ","SAO PAULO ","SU"
"0007142","Kauan Correia Alves","0","0","Exterior"
"0007152","Rafael Azevedo Cavalcanti","RJ ","RIO DE JANEIRO ","SU"
"0007162","Ana Souza Almeida","SP ","SAO PAULO ","SU"
"0007172","Bruno Silva Souza","SP ","SAO PAULO ","SU"
"0007182","Luiz Fernandes Pinto","SP ","SAO PAULO ","SU"
"0007192","Julia Araujo Silva","SP ","SAO PAULO ","SU"
"0007202","Danilo Araujo Azevedo","0","0","Exterior"
"0007212","Clara Barbosa Dias","0","0","Exterior"
"0007222","Miguel Sousa Lima","SP ","SAO PAULO ","SU"
"0007232","Gabriela Lima Pereira","SP ","SAO PAULO ","SU"
"0007242","Julieta Rodrigues Goncalves","SP ","SAO PAULO ","SU"
"0007252","Carlos Silva Lima","RJ ","RIO DE JANEIRO ","SU"
"0007262","Arthur Azevedo Santos","SP ","SAO PAULO ","SU"
"0007272","Carla Silva Araujo","RJ ","RIO DE JANEIRO ","SU"
"0007282","Caio Goncalves Almeida","GO ","GOIANIA ","SU"
"0007292","Brenda Almeida Barros","SP ","SAO PAULO ","SU"
"0007302","Brenda Oliveira Rocha","SC ","Timbo ","SU"
"0007312","Douglas Lima Ferreira","SP ","SAO PAULO ","SU"
"0007322","Kaua Melo Carvalho","SP ","SAO PAULO ","SU"
"0007332","Thiago Ribeiro Rocha","SP ","Sao Paulo ","SU"
"0007342","Rafael Cavalcanti Rocha","MT ","CACERES ","SU"
"0007352","Lucas Pinto Lima","ES ","CACHOEIRO DE ITAPEMIRIM ","SU"
"0007362","Renan Martins Costa","SP ","SAO PAULO ","SU"
"0007372","Bianca Gomes Silva","SP ","SAO PAULO ","SU"
"0007382","Marcos Carvalho Lima","SP ","SAO PAULO ","SU"
"0007392","Rebeca Costa Pereira","SP ","SAO PAULO ","SU"
"0007402","Marcos Goncalves Santos","0","0","Exterior"
"0007412","Leonardo Alves Oliveira","SP ","Sao Paulo ","SU"
"0007422","Luís Alves Cardoso","RJ ","RIO DE JANEIRO ","SU"
"0007432","Davi Alves Azevedo","RJ ","RIO DE JANEIRO ","SU"
"0007442","Rafael Castro Silva","RJ ","RIO DE JANEIRO ","SU"
"0007452","Bruno Pinto Goncalves","RJ ","RIO DE JANEIRO ","SU"
"0007462","Gabrielly Carvalho Martins","SP ","SAO PAULO ","SU"
"0007472","Caio Cavalcanti Carvalho","SP ","SAO PAULO ","SU"
"0007482","José Cardoso Rodrigues","SP ","SAO PAULO ","SU"
"0007492","Sofia Rocha Almeida","BA ","SALVADOR ","NE"
"0007502","Sophia Almeida Castro","PE ","RECIFE ","NE"
"0007512","Mateus Sousa Santos","0","0","Exterior"
"0007522","Julia Araujo Oliveira","SP ","SAO PAULO ","SU"
"0007532","Gabriel Alves Santos","SP ","SAO PAULO ","SU"
"0007542","Luana Oliveira Souza","GO ","GOIANIA ","SU"
"0007552","Rebeca Ribeiro Barbosa","MG ","JUIZ DE FORA ","SU"
"0007562","Samuel Martins Alves","SP ","Sao Paulo ","SU"
"0007572","Gabriela Araujo Sousa","SP ","SAO PAULO ","SU"
"0007582","Isabelle Barbosa Lima","SP ","SAO PAULO ","SU"
"0007592","Giovana Cavalcanti Rocha","PE ","RECIFE ","NE"
"0007602","Kauê Ferreira Cunha","AL ","PALMEIRA DOS INDIOS ","NE"
"0007612","Giovanna Sousa Dias","SP ","Sao Paulo ","SU"
"0007622","Gabriel Oliveira Souza","SP ","SAO PAULO ","SU"
"0007632","Fernanda Fernandes Gomes","SP ","RIBEIRAO PIRES ","SU"
"0007642","Kai Alves Martins","SP ","SAO PAULO ","SU"
"0007652","Joao Lima Fernandes","MG ","Para de Minas ","SU"
"0007662","Martim Martins Cavalcanti","SP ","SAO PAULO ","SU"
"0007672","Diogo Ribeiro Fernandes","SP ","Sao Paulo ","SU"
"0007682","Luiza Barros Azevedo","SP ","SAO PAULO ","SU"
"0007692","Emily Carvalho Fernandes","0","0","Exterior"
"0007702","Diogo Goncalves Costa","RJ ","RIO DE JANEIRO ","SU"
"0007712","Brenda Martins Alves","SP ","SAO PAULO ","SU"
"0007722","Carlos Barbosa Dias","MG ","Para de Minas ","SU"
"0007732","Luís Barros Rodrigues","SP ","Sao Paulo ","SU"
"0007742","Victor Barros Almeida","SP ","SAO PAULO ","SU"
"0007752","Beatrice Souza Alves","SP ","SAO PAULO ","SU"
"0007762","Raissa Azevedo Rodrigues","SP ","SAO PAULO ","SU"
"0007772","Paulo Correia Barros","SP ","SAO PAULO ","SU"
"0007782","Marina Carvalho Martins","RJ ","RIO DE JANEIRO ","SU"
"0007792","Larissa Lima Melo","RJ ","RIO DE JANEIRO ","SU"
"0007802","Luana Almeida Cunha","RJ ","RIO DE JANEIRO ","SU"
"0007812","Erick Dias Melo","MG ","JUIZ DE FORA ","SU"
"0007822","Matilde Oliveira Araujo","RJ ","RIO DE JANEIRO ","SU"
"0007832","Rodrigo Cunha Cardoso","RJ ","RIO DE JANEIRO ","SU"
"0007842","Giovana Goncalves Lima","RJ ","RIO DE JANEIRO ","SU"
"0007852","Carolina Gomes Barros","RJ ","RIO DE JANEIRO ","SU"
"0007862","Giovana Rocha Goncalves","RJ ","Rio de Janeiro ","SU"
"0007872","Luiza Pereira Dias","RJ ","RIO DE JANEIRO ","SU"
"0007882","Maria Oliveira Azevedo","RJ ","RIO DE JANEIRO ","SU"
"0007892","Julia Cunha Correia","RJ ","RIO DE JANEIRO ","SU"
"0007902","Erick Dias Goncalves","RJ ","RIO DE JANEIRO ","SU"
"0007912","Victor Goncalves Castro","RJ ","RIO DE JANEIRO ","SU"
"0007922","Martim Martins Melo","RJ ","RIO DE JANEIRO ","SU"
"0007932","Melissa Barbosa Araujo","RJ ","RIO DE JANEIRO ","SU"
"0007942","Erick Fernandes Gomes","RJ ","RIO DE JANEIRO ","SU"
"0007952","Anna Carvalho Lima","RJ ","RIO DE JANEIRO ","SU"
"0007962","Júlio Rocha Souza","RJ ","RIO DE JANEIRO ","SU"
"0007972","Lucas Martins Cavalcanti","RJ ","RIO DE JANEIRO ","SU"
"0007982","Emily Azevedo Cavalcanti","RJ ","RIO DE JANEIRO ","SU"
"0007992","Diego Rodrigues Barros","SP ","Sao Carlos ","SU"
"0008002","João Lima Santos","RO ","CACOAL ","NO"
"0008012","Brenda Sousa Santos","SP ","Sao Carlos ","SU"
"0008022","Eduardo Cardoso Dias","SP ","Sorocaba ","SU"
"0008032","Igor Rocha Barros","RJ ","SAO GONCALO ","SU"
"0008042","Sofia Sousa Pinto","SP ","Sao Carlos ","SU"
"0008052","Davi Sousa Martins","CE ","FORTALEZA ","NE"
"0008062","Rebeca Cunha Correia","SP ","SANTOS ","SU"
"0008072","Miguel Araujo Fernandes","SP ","SANTOS ","SU"
"0008082","Enzo Rodrigues Barros","MG ","IPATINGA ","SU"
"0008092","Marcos Cavalcanti Ferreira","0","0","Exterior"
"0008102","Leonardo Rocha Cavalcanti","SP ","Santos ","SU"
"0008122","Thiago Barbosa Oliveira","BA ","Ipirá ","NE"
"0008132","Diego Cardoso Ferreira","MG ","UBERABA ","SU"
"0008142","Carlos Rocha Araujo","SP ","SAO BERNARDO DO CAMPO ","SU"
"0008152","Diego Cavalcanti Alves","SP ","Campinas ","SU"
"0008162","Enzo Costa Ferreira","PR ","PONTA GROSSA ","SU"
"0008182","Melissa Cavalcanti Rocha","SC ","ITAJAI ","SU"
"0008192","Diogo Goncalves Santos","RO ","JI-PARANA ","NO"
"0008202","Brenda Melo Souza","SC ","ITAJAI ","SU"
"0008212","Isabelle Rocha Barbosa","AL ","MACEIO ","NE"
"0008222","Luiza Ribeiro Dias","AL ","MACEIO ","NE"
"0008232","Clara Rodrigues Dias","AL ","MACEIO ","NE"
"0008242","Giovana Souza Rodrigues","0","0","Exterior"
"0008252","Lucas Santos Alves","MG ","PONTE NOVA ","SU"
"0008272","Letícia Lima Costa","PE ","Recife ","NE"
"0008282","Erick Azevedo Dias","CE ","FORTALEZA ","NE"
"0008292","Vitoria Barbosa Dias","MG ","JOAO MONLEVADE ","SU"
"0008302","Maria Souza Rocha","CE ","Fortaleza ","NE"
"0008322","Tomás Ribeiro Barros","0","0","Exterior"
"0008332","Enzo Lima Cardoso","AL ","MACEIO ","NE"
"0008342","Rafaela Costa Martins","ES ","Cachoeiro de Itapemirim ","SU"
"0008352","Samuel Cavalcanti Rodrigues","PR ","UMUARAMA ","SU"
"0008362","Vitor Rodrigues Goncalves","0","0","Exterior"
"0008372","Clara Dias Ribeiro","AL ","MACEIO ","NE"
"0008382","Rebeca Carvalho Santos","SP ","CAMPINAS ","SU"
"0008392","Amanda Goncalves Souza","RS ","PORTO ALEGRE ","SU"
"0008402","Leila Almeida Araujo","RS ","Porto Alegre ","SU"
"0008412","Sophia Sousa Oliveira","0","0","Exterior"
"0008422","Eduardo Goncalves Rodrigues","SP ","ITARERE ","SU"
"0008432","Sofia Costa Cardoso","MG ","PATOS DE MINAS ","SU"
"0008452","Leonor Goncalves Castro","SP ","GUARULHOS ","SU"
"0008462","Julia Lima Alves","AM ","MANAUS ","NO"
